0.000000000000000000e+00,2.333333333333333093e-01,3.333333333333333287e-02,0.000000000000000000e+00,3.333333333333333287e-02,0.000000000000000000e+00,3.333333333333333287e-02,2.333333333333333093e-01,3.333333333333333287e-02,3.333333333333333287e-02,2.333333333333333093e-01,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,0.000000000000000000e+00,3.333333333333333287e-02
0.000000000000000000e+00,1.920731707317072934e-01,9.247967479674795710e-02,0.000000000000000000e+00,7.113821138211382650e-03,0.000000000000000000e+00,8.028455284552846183e-02,2.063008130081300517e-01,2.540650406504065331e-02,4.166666666666665741e-02,2.347560975609755685e-01,8.638211382113819559e-02,1.321138211382113722e-02,1.321138211382113896e-02,0.000000000000000000e+00,7.113821138211382650e-03
0.000000000000000000e+00,3.298950738040192648e-02,8.468196099353844652e-02,0.000000000000000000e+00,3.586460371094907923e-03,0.000000000000000000e+00,8.669749244175707636e-02,3.749481297053767342e-02,8.319995257573060965e-02,3.630920623629141364e-02,4.484557472286442720e-02,5.147608038413657994e-01,6.431916533285909551e-03,5.830221115655936232e-02,0.000000000000000000e+00,1.070010077657241113e-02
0.000000000000000000e+00,1.869407112892803452e-02,3.069310726294921868e-02,0.000000000000000000e+00,1.057970697013841006e-02,0.000000000000000000e+00,3.610755137880299059e-02,7.755013746043222522e-02,1.027074046083016473e-01,2.989901313267396415e-02,8.270170903660867268e-02,4.477276129347894096e-01,2.161487712534273728e-02,7.732925150695332817e-02,0.000000000000000000e+00,6.439555745407946064e-02
0.000000000000000000e+00,6.087279663511196634e-03,1.167683190680459879e-02,0.000000000000000000e+00,1.121391140854338837e-02,0.000000000000000000e+00,2.758292454280241932e-02,5.493307056766922464e-02,1.213840407048103337e-01,3.282084592800411232e-02,5.835501885517559856e-02,5.165012100551255037e-01,2.380906786692959382e-02,8.536227622560492445e-02,0.000000000000000000e+00,5.027352227501928617e-02
0.000000000000000000e+00,2.264064229339985898e-03,5.598702473132694153e-03,0.000000000000000000e+00,1.330858736775580344e-02,0.000000000000000000e+00,1.284466101352810530e-01,6.001258883950377765e-02,1.981138443800167445e-02,3.408272417572370816e-02,6.364105662683684772e-02,6.961683131643008060e-02,1.918435376195354869e-01,1.359175865251474428e-02,0.000000000000000000e+00,3.977821541259440319e-01
0.000000000000000000e+00,1.172252150932897403e-03,1.619004024294162791e-02,0.000000000000000000e+00,3.459226497059572029e-03,0.000000000000000000e+00,2.100129212870303352e-01,2.822304225573716088e-02,4.373054722920808463e-02,1.502480044603071024e-02,3.249634066401172611e-02,1.624624564789249326e-01,1.496152672727331101e-01,3.855317398214413299e-02,0.000000000000000000e+00,2.990599314932456121e-01
0.000000000000000000e+00,2.829691962986010875e-03,2.537658965726035873e-02,0.000000000000000000e+00,5.209191206387908668e-03,0.000000000000000000e+00,2.020008936146722722e-01,4.426468076256555306e-02,3.178067585786037430e-02,1.634166320154901639e-02,4.631459867227697563e-02,1.230030680967491158e-01,1.682687812907893710e-01,3.017707488869651733e-02,0.000000000000000000e+00,3.044330907882064063e-01
0.000000000000000000e+00,4.519921479469545325e-03,2.581479875039829550e-02,0.000000000000000000e+00,4.013845146518632556e-03,0.000000000000000000e+00,2.379836050544785475e-01,4.028767676116774832e-02,3.466469899495873419e-02,1.525310317846124801e-02,4.229857150126360710e-02,1.257730740285433746e-01,1.600175795276057300e-01,3.277176774763182476e-02,0.000000000000000000e+00,2.766013578295027919e-01
0.000000000000000000e+00,3.338104272052205140e-02,3.067684724733712662e-02,0.000000000000000000e+00,4.266274262402437040e-03,0.000000000000000000e+00,3.622956169634471146e-02,3.122902559093800323e-01,3.321509804017681866e-02,1.557718897065658338e-02,3.255764204548345919e-01,1.162806548968187692e-01,2.308205402499526049e-02,3.169076653856950365e-02,0.000000000000000000e+00,3.773383523796203232e-02
